NAME,ICAO,IATA,SYNOP,LAT,LONG,ELEV,COUNTRY
   KANCHANABURI    ,VTBG,   ,48450,14.01N,099.32E,29,TH
   PRACHIN BURI (AR,VTBI,   ,48430,14.03N,101.22E,6,TH
   PHETCHABURI/THA ,VTBJ,   ,48465,13.09N,100.04E,4,TH
   KAMPHAENG SAEN(A,VTBK,   ,     ,14.05N,099.55E,9,TH
   KOKE KATHIEM (MI,VTBL,   ,     ,14.52N,100.40E,30,TH
   TRAT/KHAO SAMING,VTBO,   ,     ,12.17N,102.19E,32,TH
   PRACHUAP KHIRI K,VTBP,   ,48500,11.49N,099.49E,5,TH
   CHON BURI/SATTAH,VTBS,BKK,48459,13.41N,100.45E,2,TH
   RAYONG/U-TAPHAO ,VTBU,   ,48478,12.41N,101.00E,5,TH
   CHIANG KHAM (ARM,VTCB,   ,     ,19.30N,100.16E,389,TH
   CHIANG MAI(CIV/A,VTCC,   ,48327,18.46N,098.58E,314,TH
   MAE HONG SON/MUA,VTCH,   ,48300,19.18N,097.59E,269,TH
   LAMPANG         ,VTCL,   ,48328,18.16N,099.31E,242,TH
   NAN/MUANG NAN   ,VTCN,   ,48331,18.49N,100.46E,201,TH
   PHRAE           ,VTCP,   ,48330,18.08N,100.10E,162,TH
   CHIANG RAI      ,VTCR,   ,48303,19.55N,099.49E,395,TH
   MAE SARIANG     ,VTCS,   ,48325,18.10N,097.55E,213,TH
   CHIANG RAI INTL ,VTCT,CEI,     ,19.57N,099.53E,390,TH
   PHETCHABUN      ,VTPB,   ,     ,16.40N,101.12E,137,TH
   HUA HIN         ,VTPH,   ,48475,12.38N,099.57E,6,TH
   LOM SAK (THAI-AF,VTPL,   ,     ,16.49N,101.15E,152,TH
   SUKHOTHAI       ,VTPO,   ,     ,17.14N,099.49E,54,TH
   MAE SOT/TAK     ,VTPM,   ,48375,16.40N,098.32E,197,TH
   NAKHON SAWAN/PAK,VTPN,   ,48400,15.48N,100.10E,35,TH
   PHITSANULOK     ,VTPP,PHS,     ,16.47N,100.17E,44,TH
   PHITSANULOK/SARI,VTPS,   ,48378,16.46N,100.16E,45,TH
   TAK             ,VTPT,   ,48376,16.52N,099.09E,124,TH
   UTTARADIT EAST  ,VTPU,   ,48351,17.37N,100.05E,64,TH
   SATUN (THAI-AFB),VTSA,   ,48570,06.39N,100.04E,6,TH
   SURAT THANI     ,VTSB,   ,48551,09.07N,099.08E,11,TH
   NARATHIWAT      ,VTSC,NAW,     ,06.31N,101.45E,6,TH
   CHUMPHON        ,VTSD,   ,48517,10.28N,099.10E,5,TH
   CHUMPHON        ,VTSE,   ,     ,10.43N,099.22E,5,TH
   NAKHON SI THAMMA,VTSF,   ,     ,08.32N,099.57E,4,TH
   KRABI           ,VTSG,KBV,     ,08.06N,098.59E,25,TH
   SONGKHLA(THAI-NA,VTSH,   ,48568,07.12N,100.35E,5,TH
   PATTANI         ,VTSK,   ,48580,06.46N,101.09E,9,TH
   SAMUI           ,VTSM,   ,     ,09.33N,100.04E,17,TH
   NAKHON SI THAMMA,VTSN,   ,48552,08.28N,099.58E,9,TH
   PHUKET INTL AIRP,VTSP,   ,48565,08.07N,098.19E,10,TH
   RANONG          ,VTSR,   ,48532,09.58N,098.37E,8,TH
   HAT YAI         ,VTSS,   ,48569,06.55N,100.23E,35,TH
   TRANG           ,VTST,   ,48567,07.31N,099.37E,16,TH
   MUKDAHAN/BAKHON ,VTUB,   ,48383,16.31N,104.43E,139,TH
   CHAIYAPHUM      ,VTUC,   ,48403,15.48N,102.01E,183,TH
   UDON THANI(CIV/A,VTUD,   ,48354,17.22N,102.47E,182,TH
   SAKON NAKHON    ,VTUI,   ,     ,17.12N,104.07E,172,TH
   SURIN           ,VTUJ,   ,     ,14.52N,103.30E,146,TH
   KHON KAEN       ,VTUK,   ,48381,16.28N,102.47E,204,TH
   LOEI            ,VTUL,   ,48353,17.26N,101.43E,254,TH
   NONG KHAI       ,VTUM,   ,48352,17.52N,102.43E,175,TH
   KORAT/NAKHON RAT,VTUN,   ,48431,14.58N,102.04E,188,TH
   BURIRUM         ,VTUO,   ,     ,15.14N,103.15E,183,TH
   NAKHON PHANOM   ,VTUP,   ,48357,17.25N,104.46E,148,TH
   NAKHON RATCHASIM,VTUQ,NAK,     ,14.57N,102.19E,234,TH
   ROI ET          ,VTUR,   ,48405,16.03N,103.40E,142,TH
   SAKON NAKHON (AR,VTUS,   ,48356,17.08N,104.07E,172,TH
   UBON/RATCHATHANI,VTUU,   ,48407,15.15N,104.52E,127,TH
   ROIET           ,VTUV,   ,     ,16.07N,103.47E,138,TH
   NAKHON PHANOM   ,VTUW,   ,     ,17.23N,104.38E,184,TH
   CAM RANH BAY    ,VVCR,   ,     ,12.00N,109.13E,12,VN
   CAN THO         ,VVCT,   ,     ,10.05N,105.43E,3,VN
   DA NANG INTL ARP,VVDN,   ,48855,16.01N,108.12E,7,VN
   HANOI/GIALAM    ,VVGL,   ,     ,21.02N,105.53E,16,VN
   HANOI WMO SITE  ,    ,   ,48820,21.01N,105.48E,6,VN
   HANOI/NOIBAI INT,VVNB,   ,     ,21.13N,105.48E,12,VN
   NHA TRANG       ,VVNT,   ,48877,12.15N,109.12E,10,VN
   HUE/PHUBAI      ,VVPB,   ,48852,16.23N,107.42E,17,VN
   PLEIKU CITY     ,VVPK,   ,48866,13.58N,108.00E,801,VN
   PHU QUOC        ,VVPQ,   ,     ,10.14N,103.58E,4,VN
   QUI NHO'N       ,VVQN,   ,48870,13.46N,109.13E,6,VN
   HO CHI MINH/TANS,VVTS,   ,48900,10.49N,106.40E,19,VN
   VINH            ,VVVH,   ,48845,18.41N,105.40E,6,VN
   VUNG TAU        ,VVVT,   ,     ,10.22N,107.04E,4,VN
   YANGON INTL MYAN,VYYY,   ,48097,16.54N,096.08E,33,VN
   HASANUDDIN/UJUNG,WAAA,   ,97180,05.04S,119.32E,14,ID
   BAU-BAU/BETO AMB,WAAB,   ,97192,05.28S,122.37E,2,ID
   KOLAKA/POMALAA  ,WAAP,   ,97142,04.11S,121.37E,3,ID
   SOROAKO/LUWU    ,WAAS,   ,97114,02.31S,121.20E,10,ID
   KENDARI/WOLTER(A,WAAU,   ,97146,04.05S,122.25E,50,ID
   BIAK/FRANS KAISI,WABB,   ,97560,01.10S,136.07E,11,ID
   NABIRE/IRIAN JAY,WABI,   ,97682,03.19S,135.30E,3,ID
   KOKONAO/TIMUKA  ,WABN,   ,97796,04.43S,136.25E,3,ID
   SERUI/YENDOSA   ,WABO,   ,97570,01.52S,136.13E,3,ID
   ENAROTALI       ,WABT,   ,97780,03.55S,136.22E,1770,ID
   SELAPARANG      ,WADA,   ,     ,08.32S,116.04E,3,ID
   BALI INTL       ,WADD,DSP,97230,08.44S,115.10E,216,ID
   BANDARA         ,WADL,   ,     ,08.45S,116.17E,97,ID
   AHMAD YANI      ,WAHS,   ,     ,06.59S,110.23E,5,ID
   SARMI/ORAI      ,WAJI,   ,97580,01.49S,138.43E,3,ID
   JAYAPURA/SENTANI,WAJJ,   ,97690,02.35S,140.31E,88,ID
   WAMENA/IRIAN JAY,WAJW,   ,97686,04.04S,138.56E,1660,ID
   MERAUKE/MOPAH   ,WAKK,   ,97980,08.28S,140.22E,3,ID
   TANAH MERAH     ,WAKT,   ,97876,06.05S,140.18E,16,ID
   GALELA/GAMARMALA,WAMA,   ,97406,01.49N,127.49E,8,ID
   GORONTALO/JALAL ,WAMG,   ,97048,00.31N,123.04E,2,ID
   TAHUNA/NAHA     ,WAMH,   ,97008,03.41N,125.32E,5,ID
   TOLI-TOLI/LALOS ,WAMI,   ,97028,01.07N,120.48E,2,ID
   PALU/MUTIARA    ,WAML,   ,97072,00.40S,119.43E,6,ID
   MENADO/SAM RATUL,WAMM,   ,97014,01.33N,124.55E,80,ID
   MALANGUANE/TALAU,WAMN,   ,97004,04.13N,126.42E,9,ID
   POSO/KASIGUNCU  ,WAMP,   ,97096,01.22S,120.43E,2,ID
   MOROTAI/PITU    ,WAMR,   ,97404,02.02N,129.19E,15,ID
   TERNATE/BABULLAH,WAMT,   ,97430,00.50N,127.23E,15,ID
   LUWUK/BUBUNG    ,WAMW,   ,97086,00.54S,122.46E,2,ID
   AMAHAI          ,WAPA,   ,97722,03.21S,128.52E,10,ID
   LABUHA/TALIABU  ,WAPH,   ,97460,01.37S,124.32E,3,ID
   SAUMLAKI        ,WAPI,   ,97900,07.58S,131.18E,24,ID
   SANANA          ,WAPN,   ,97600,02.06S,125.58E,2,ID
   AMBON/PATTIMURA ,WAPP,   ,97724,03.42S,128.04E,12,ID
   NAMLEA/BURU ISLA,WAPR,   ,97700,03.15S,127.04E,20,ID
   JUWATA          ,WAQQ,   ,     ,03.20N,117.34E,0,ID
   JUANDA          ,WARR,   ,     ,07.22S,112.47E,2,ID
   ACHMAD YANI     ,WARS,   ,     ,06.58S,110.23E,3,ID
   ADI SUMARMO WIRY,WARQ,   ,     ,07.31S,110.45E,128,ID
   FAK-FAK/TOREA   ,WASF,   ,97630,02.52S,132.15E,130,ID
   KAIMANA/UTAROM  ,WASK,   ,97760,03.40S,133.45E,3,ID
   MANOKWARI/RENDAN,WASR,   ,97530,00.52S,134.03E,3,ID
   SORONG/JEFMAN   ,WASS,   ,97502,00.55S,131.07E,3,ID
   SABANG/CUT BAU  ,WIAA,   ,96001,05.52N,095.19E,126,ID
   MENGGALA/ASTRA K,WIAG,   ,96273,04.27S,105.10E,19,ID
   CIBEUREM/TASIK(A,WIAM,   ,96801,07.19S,108.15E,335,ID
   MADIUN/ISWAHYUD ,WIAR,   ,96881,07.37S,111.31E,110,ID
   MALANG/ABDUL (AF,WIAS,   ,96947,07.58S,112.42E,526,ID
   PAKANBARU/SIMPAN,WIBB,   ,96109,00.28N,101.27E,31,ID
   HANG NADIM      ,WIDD,   ,     ,01.07N,104.07E,38,ID
   MINANGKABAU     ,WIEE,   ,     ,00.47S,100.17E,5,ID
   HALIM PERDANAKUS,WIHH,   ,     ,06.15S,106.53E,25,ID
   CURUG/BUDIARTO  ,WIIA,   ,96739,06.18S,106.34E,46,ID
   BANDUNG/HUSEIN(A,WIIB,   ,96781,06.54S,107.34E,740,ID
   JAKARTA/KEMAYOR ,WIID,   ,96743,06.09S,106.50E,5,ID
   HALIM INTL(CIV/M,WIIH,   ,96747,06.15S,106.54E,30,ID
   SOEKARNO-HATTA I,WIII,   ,96749,06.08S,106.40E,8,ID
   ADISUCIPTO/JOGYA,WIIJ,   ,     ,07.46S,110.25E,107,ID
   ADI SUTJIPTO    ,WARJ,   ,96853,07.47S,110.26E,107,ID
   KALIJATI        ,WIIK,   ,96773,06.32S,107.40E,110,ID
   CILACAP/TUNGGUL ,WIIL,   ,96805,07.43S,109.01E,6,ID
   ACHMAD YANI (ARM,WIIS,   ,96839,06.58S,110.22E,3,ID
   TELUKBETUNG/BRAN,WIIT,   ,96295,05.16S,105.10E,96,ID
   HANG NADIM      ,WIKB,   ,     ,01.07N,104.07E,40,ID
   TANJUNG PANDAN/B,WIKD,   ,96249,02.45S,107.45E,44,ID
   PANGKALPINANG   ,WIKK,   ,96237,02.10S,106.08E,33,ID
   TANJUNGPINANG/KI,WIDN,   ,96091,00.55N,104.31E,18,ID
   TANJUNGPINANG/KI,WIKN,   ,     ,00.55N,104.31E,18,ID
   SINGKEP/DABO    ,WIKS,   ,96179,00.28S,104.34E,31,ID
   GUNUNG SITOLI/BI,WIMB,   ,96075,01.10N,097.42E,6,ID
   PADANG/TABING   ,WIMG,   ,96163,00.52S,100.20E,3,ID
   MEDAN/POLONIA (M,WIMM,   ,96035,03.34N,098.40E,25,ID
   SIBOLGA/PINANGSO,WIMS,   ,96073,01.33N,098.52E,3,ID
   TEBINGTINGGI/PAB,WIMT,   ,96039,03.22N,099.07E,23,ID
   SINGKAWANG II   ,WIOI,   ,96533,01.04N,109.40E,38,ID
   KETAPANG/RAHADI ,WIOK,   ,96615,01.51S,109.58E,9,ID
   RANAI (MIL/CIV) ,WION,   ,96147,03.57N,108.22E,2,ID
   PONTIANAK/SUPADI,WIOO,   ,96581,00.09S,109.24E,3,ID
   SINTANG/SUSILO(A,WIOS,   ,96559,00.07N,111.31E,30,ID
   JAMBI/SULTAN TAH,WIPA,   ,96195,01.37S,103.39E,25,ID
   KERINCI/DEPATI P,WIPH,   ,96207,02.46S,101.22E,782,ID
   DEPATI AMIR     ,WIPK,   ,     ,02.10S,106.08E,33,ID
   BENGKULA/PADANGK,WIPL,   ,96253,03.52S,102.19E,16,ID
   PALEMBANG/SULTAN,WIPP,   ,96221,02.53S,104.42E,10,ID
   RENGAT/JAPURA   ,WIPR,   ,96171,00.21S,102.20E,19,ID
   MINANGKABAU INTL,WIPT,PDG,     ,00.47S,100.17E,5,ID
   TAPAK TUAN/TEUKU,WITA,   ,96045,03.28N,097.17E,75,ID
   MEULABOH/CUT NYA,WITC,   ,96015,04.15N,096.07E,90,ID
   LHOKSEUMAWE/MALI,WITM,   ,96009,05.14N,096.57E,28,ID
   BANDA ACEH/BLANG,WITT,   ,96011,05.31N,095.25E,21,ID
   BANJARMASIN/SYAM,WRBB,   ,     ,03.25S,114.45E,20,ID
   SYAMSUDIN NOOR  ,WAOO,   ,96685,03.27S,114.46E,20,ID
   PANGKALAN BUN/IS,WRBI,   ,96645,02.42S,111.42E,25,ID
   KOTABARU/SETAGEN,WRBK,   ,96695,03.23S,116.13E,18,ID
   MUARATEWE/BERING,WRBM,   ,96595,00.57S,114.54E,60,ID
   PANARUNG/PALANGK,WRBP,   ,96655,01.00S,114.00E,27,ID
   ATAMBUA/HALIWEN ,WRKA,   ,97374,09.19S,124.54E,125,ID
   MAUMERE/WAI OTI ,WRKC,   ,97300,08.37S,122.15E,3,ID
   ENDEH/IPI       ,WRKE,   ,97290,08.48S,121.35E,3,ID
   KUPANG/EL TARI  ,WRKK,   ,97372,10.10S,123.40E,108,ID
   EL TARI         ,WATT,   ,     ,10.10S,123.40E,102,ID
   LARANTUKA/GEWAYE,WRKL,   ,97310,08.16S,122.58E,9,ID
   ALOR/MALI/KALABA,WRKM,   ,97320,08.13S,124.34E,12,ID
   ROTE/BAA/LEKUNIK,WRKR,   ,97378,10.43S,123.04E,1,ID
   SABU/TARDAMU    ,WRKS,   ,97380,10.30S,121.49E,26,ID
   LONGBAWAN/JUVAI ,WRLB,   ,96505,03.43N,115.40E,550,ID
   TANJUNG SELOR   ,WRLG,   ,96525,02.51N,117.19E,50,ID
   TANAHGROGOT     ,WRLH,   ,96639,02.12S,116.19E,10,ID
   TANJUNG REDEP/BE,WRLK,   ,96529,02.07N,117.27E,26,ID
   BALIKPAPAN/SEPIN,WRLL,   ,     ,01.16S,116.54E,3,ID
   SEPINGGAN       ,WALL,   ,96633,01.16S,116.54E,3,ID
   TARAKAN/JUWATA  ,WALR,   ,96509,03.19N,117.34E,6,ID
   TARAKAN/JUWATA  ,WRLR,   ,     ,03.19N,117.34E,6,ID
   SAMARINDA/TEMIND,WRLS,   ,96607,00.37S,117.09E,230,ID
   SANGKULIRANG    ,WRLU,   ,96577,01.00N,118.00E,210,ID
   AMPENAN/SELAPARA,WRRA,   ,97240,08.31S,116.04E,3,ID
   BIMA/MOHAMMAD SA,WRRB,   ,97270,08.33S,118.42E,2,ID
   BALI INTL/NGURAH,WRRR,   ,     ,08.45S,115.10E,1,ID
   SUMBAWA BESAR   ,WRRS,   ,97260,08.25S,117.25E,3,ID
   WAINGAPU/MAU HAU,WRRW,   ,97340,09.40S,120.19E,12,ID
   SURABAYA/JUANDA ,WRSJ,   ,96935,07.22S,112.46E,3,ID
   SURABAYA/PERAK  ,WRSP,   ,96933,07.13S,112.43E,3,ID
   SURAKARTA/ADISUM,WRSQ,   ,96845,07.52S,110.55E,104,ID
   SURABAYA/GEDANGA,WRSS,   ,96937,07.13S,112.43E,3,ID
   BINTULU/KALIMANT,WBGB,   ,96441,03.07N,113.01E,5,MY
   KUCHING (CIV/MIL,WBGG,   ,96413,01.28N,110.21E,27,MY
   MIRI/KALIMANTAN ,WBGR,   ,96449,04.19N,113.58E,18,MY
   SIBU            ,WBGS,   ,96421,02.16N,111.59E,8,MY
   SIMANGGANG      ,WBGY,   ,     ,01.13N,111.26E,34,MY
   KOTA KINABALU IN,WBKK,BKI,96471,05.55N,116.02E,3,MY
   LABUAN (AFB)    ,WBKL,   ,96465,05.17N,115.15E,30,MY
   SANDAKAN/KALIMAN,WBKS,   ,96491,05.54N,118.04E,13,MY
   KUDAT           ,WBKT,   ,96477,06.55N,116.49E,5,MY
   TAWAU/KALIMANTAN,WBKW,   ,96481,04.19N,118.07E,20,MY
   BRUNEI INTL AIRP,WBSB,   ,96315,04.55N,114.55E,15,MY
   KLUANG          ,WMAP,   ,48672,02.01N,103.19E,88,MY
   MERSING         ,WMAU,   ,48674,02.23N,103.53E,45,MY
   SITIAWAN        ,WMBA,   ,48620,04.13N,100.42E,8,MY
   TIOMAN ISLAND   ,WMBT,   ,     ,02.49N,104.10E,5,MY
   S ABDUL HALIM   ,WMKA,   ,48603,06.12N,100.24E,5,MY
   BUTTERWORTH(AUS-,WMKB,   ,48602,05.28N,100.22E,4,MY
   KOTA BHARU/SULTA,WMKC,   ,48615,06.10N,102.16E,5,MY
   KUANTAN (AFB)   ,WMKD,   ,48657,03.46N,103.13E,16,MY
   KERTEH          ,WMKE,   ,     ,04.32N,103.26E,5,MY
   SIMPANG (AFB)   ,WMKF,   ,     ,03.07N,101.42E,34,MY
   IPOH            ,WMKI,   ,48625,04.34N,101.05E,39,MY
   JOHORE BHARU/SEN,WMKJ,   ,48679,01.37N,103.40E,40,MY
   KUALA LUMPUR/SUB,WMKK,KUL,48647,02.45N,101.43E,22,MY
   LANGKAWI INTL AR,WMKL,   ,48600,06.19N,099.43E,7,MY
   MALACCA         ,WMKM,   ,48665,02.16N,102.15E,9,MY
   KUALA TRENGGANU ,WMKN,   ,48618,05.22N,103.05E,6,MY
   PENANG/BAYAN LEP,WMKP,   ,48601,05.17N,100.16E,4,MY
   PANGKOR ISLAND  ,WMPA,   ,     ,04.15N,100.33E,1,MY
   KUALA LUMPUR SA ,WMSA,   ,     ,03.08N,101.33E,27,MY
   DILLI ARPT/TIMOR,WPDL,   ,97390,08.34S,125.34E,6,TP
   BAUCAU/TIMOR ISL,WPEC,   ,97395,08.30S,126.24E,522,TP
   OE-CUSSE/TIMOR I,WPOC,   ,97385,09.11S,124.22E,5,TP
   VIQUEQUE/TIMOR I,WPVQ,   ,97394,08.52S,126.22E,47,TP
   PAYA LEBAR      ,WSAP,   ,48694,01.22N,103.55E,32,SG
   SINGAPORE/TENGAH,WSAT,   ,48687,01.22N,103.43E,12,SG
   SINGAPORE/SELETA,WSSL,   ,48692,01.25N,103.52E,14,SG
   SINGAPORE/CHANGI,WSSS,SIN,48698,01.22N,103.58E,16,SG
   HONIARA/HENDERSO,AGGH,   ,91520,09.25S,160.03E,9,SB
   SANTA CRUZ ISLAN,AGGL,   ,91541,10.41S,165.48E,24,SB
   MUNDA/NEW GEORGI,AGGM,   ,91503,08.19S,157.16E,6,SB
   MADANG AIRPORT  ,AYMD,   ,94014,05.13S,145.48E,12,PG
   PORT MORESBY INT,AYPY,   ,94035,09.25S,147.13E,47,PG
   RABAUL/NEW BRITA,AYRB,   ,94085,04.13S,152.10E,9,PG
   WEWAK INTL AIRPO,AYWK,   ,94004,03.35S,143.40E,6,PG
   GOROKA          ,AYGA,GKA,     ,06.05S,145.24E,1587,PG
   ALOTAU          ,AYGN,   ,     ,10.19S,150.20E,27,PG
   MOUNT HAGEN     ,AYMH,HGU,     ,05.50S,144.18E,1642,PG
   MOMOTE MANUS IS ,AYMO,   ,     ,02.04S,147.25E,4,PG
   NADZAB          ,AYNZ,LAE,     ,06.34S,146.43E,70,PG
   VANIMO AIRPORT  ,AYVN,   ,     ,02.42S,141.18E,4,PG
   ALBANY AIRPORT  ,YABA,   ,94802,34.56S,117.48E,69,AU
   AMBERLEY        ,YAMB,   ,     ,27.38S,152.43E,28,AU
   ARGYLE AERO     ,YARG,   ,94217,16.38S,128.27E,165,AU
   AYERS ROCK      ,YAYE,   ,     ,25.11S,130.59E,496,AU
   ARCHEFIELD/BRISB,YBAF,   ,94575,27.34S,153.00E,18,AU
   AMBERLEY (AUS-AF,YBAM,   ,94568,27.37S,152.43E,31,AU
   ALICE SPRINGS AR,YBAS,   ,94326,23.48S,133.54E,541,AU
   BRISBANE INTL AR,YBBN,   ,94578,27.23S,153.08E,5,AU
   COOLANGATTA AWS ,YBCG,   ,94592,28.10S,153.30E,6,AU
   CAIRNS AIRPORT  ,YBCS,   ,94287,16.52S,145.45E,7,AU
   CHARLEVILLE ARPT,YBCV,   ,94510,26.23S,146.16E,304,AU
   BIRDSVILLE      ,YBDV,   ,95482,25.54S,139.21E,47,AU
   GLADSTONE       ,YBGL,   ,94380,23.51S,151.15E,76,AU
   BROKEN HILL     ,YBHI,   ,94691,32.00S,141.28E,292,AU
   HAMILTON ISLAND ,YBHM,   ,     ,20.21S,148.57E,5,AU
   LONGREACH AIRPOR,YBLR,   ,94346,23.25S,144.16E,193,AU
   MOUNT ISA AIRPOR,YBMA,   ,94332,20.40S,139.28E,344,AU
   MACKAY          ,YBMK,   ,94367,21.07S,149.13E,31,AU
   BALLINA BYRON G.,YBNA,   ,94596,28.50S,153.34E,2,AU
   OAKEY (ARMY/CIV),YBOK,   ,94552,27.25S,151.43E,407,AU
   PROSPERINE AIRPO,YBPN,   ,94365,20.30S,148.33E,25,AU
   ROCKHAMPTON AIRP,YBRK,   ,94374,23.22S,150.28E,14,AU
   BROOME AIRPORT  ,YBRM,   ,94203,17.56S,122.13E,9,AU
   TOWNSVILLE(CIV/M,YBTL,   ,94294,19.15S,146.45E,6,AU
   BUNDABERG       ,YBUD,   ,94387,24.54S,152.19E,82,AU
   WEIPA           ,    ,   ,94170,12.41S,141.55E,58,AU
   WEIPA CITY      ,YBWP,   ,94171,12.37S,141.52E,12,AU
   BARROW ISLAND   ,YBWX,   ,94304,20.53S,115.24E,6,AU
   CARNARVON       ,YCAR,   ,94300,24.53S,113.40E,8,AU
   CASINO AIRPORT  ,YCAS,   ,94573,28.53S,153.04E,26,AU
   COBAR AIRPORT   ,YCBA,   ,94710,31.32S,145.48E,221,AU
   COONABARABRAN   ,YCBB,   ,95728,31.20S,149.16E,645,AU
   COOBER PEDY     ,YCBP,   ,95458,29.02S,134.43E,226,AU
   CLONCURRY       ,YCCY,   ,94335,20.40S,140.30E,570,AU
   CEDUNA AIRPORT  ,YCDU,   ,94653,32.07S,133.42E,15,AU
   COONAMBLE       ,YCNM,   ,95718,30.59S,148.23E,184,AU
   COFFS HARBOUR   ,YCFS,   ,94791,30.19S,153.07E,5,AU
   CURTIN/DERBY    ,YCIN,   ,94204,17.34S,123.50E,91,AU
   COOMA SNOWY MTNS,YCOM,   ,94921,36.18S,148.58E,941,AU
   DERBY           ,YDBY,   ,94205,17.22S,123.40E,7,AU
   GOVE AIRPORT    ,YDGV,   ,94150,12.16S,136.49E,54,AU
   TENNANT CREEK AR,YDTC,   ,94238,19.37S,134.10E,376,AU
   YULARA AWS      ,YDYL,   ,94462,25.10S,130.58E,493,AU
   EMERALD ARPT    ,YEML,   ,94363,24.34S,148.11E,190,AU
   ESPERANCE ARPT  ,YESP,   ,95638,33.41S,121.49E,143,AU
   FORREST         ,YFRT,   ,     ,30.50S,128.07E,156,AU
   GERALDTON       ,YGEL,   ,     ,28.48S,114.42E,37,AU
   GRAFTON ARPT    ,YGFN,   ,95570,29.46S,153.02E,34,AU
   GLADSTONE       ,YGLA,   ,94381,23.52S,151.13E,52,AU
   GROOTE EYLANDT  ,YGTE,   ,94153,13.58S,136.27E,14,AU
   GRIFFITH ARPT   ,YGTH,   ,95704,34.15S,146.04E,134,AU
   HORN ISLAND     ,YHID,   ,     ,10.35S,142.18E,13,AU
   HUGHENDEN ARPT  ,YHUG,   ,94343,20.49S,144.14E,318,AU
   KINGAROY ARPT   ,YKRY,   ,94549,26.34S,151.50E,434,AU
   LEIGH CREEK     ,YLEC,   ,     ,30.36S,138.26E,262,AU
   LORD HOME ISLAND,YLHI,   ,     ,31.32S,159.05E,12,AU
   LISMORE ARPT    ,YLIS,   ,94572,28.50S,153.16E,11,AU
   LONGREACH ARPT  ,YLRE,   ,     ,23.26S,144.17E,193,AU
   MUDGEE ARPT     ,YMDG,   ,94727,32.34S,149.37E,471,AU
   MEEKATHARRA ARPT,YMEK,   ,     ,26.37S,118.33E,522,AU
   MERIMBULA ARPT  ,YMER,   ,95929,36.55S,149.54E,2,AU
   MILDURA ARPT    ,YMIA,   ,     ,34.14S,142.05E,51,AU
   MOREE ARPT      ,YMOR,   ,95527,29.30S,149.51E,214,AU
   MOUNT GAMBIER   ,YMTG,   ,     ,37.45S,140.47E,65,AU
   NARRANDERA      ,YNAR,   ,95706,34.42S,146.31E,145,AU
   NARRABRI        ,YNBR,   ,95734,30.19S,149.50E,240,AU
   NORMANTON       ,YNTN,   ,94266,17.41S,141.04E,22,AU
   NEWMAN ARPT     ,YNWN,   ,94317,23.25S,119.48E,525,AU
   OLYMPIC DAM ARPT,YOLD,   ,95658,30.29S,136.53E,105,AU
   GOVE AIRPORT    ,YPGV,   ,     ,12.16S,136.49E,55,AU
   JANDAKOT        ,YPJT,   ,     ,32.06S,115.53E,30,AU
   PORT MACQUARIE  ,YPMQ,   ,94786,31.26S,152.52E,4,AU
   AVALON AIRPORT  ,YMAV,   ,     ,38.02S,144.29E,8,AU
   ALBURY AIRPORT  ,YMAY,   ,94896,36.04S,146.56E,171,AU
   DEVONPORT EAST  ,YMDV,   ,94960,41.10S,146.22E,47,AU
   MELBOURNE/ESSEND,YMEN,   ,94864,37.43S,144.54E,86,AU
   EAST SALE (AUS-A,YMES,   ,94907,38.06S,147.07E,8,AU
   HOBART/TASMANIA ,YMHB,   ,94975,42.49S,147.31E,27,AU
   LAUNCESTON AIRPO,YMLT,   ,94968,41.31S,147.11E,178,AU
   LAVERTON AERO   ,YMLV,   ,94865,37.51S,144.43E,21,AU
   MELBOURNE/MOORAB,YMMB,   ,94870,37.58S,145.05E,16,AU
   MOUNT GAMBIER AR,YMMG,   ,94821,37.43S,140.46E,69,AU
   MILDURA AIRPORT ,YMMI,   ,94693,34.13S,142.04E,52,AU
   MELBOURNE INTL A,YMML,   ,94866,37.40S,144.49E,141,AU
   MACQUARIE ISLAND,YMMQ,   ,94998,54.28S,158.55E,6,AU
   WYNYARD WEST    ,YMWY,   ,94957,40.58S,145.43E,11,AU
   ADELAIDE INTL AR,YPAD,   ,94672,34.57S,138.31E,4,AU
   ALBANY AIRPORT  ,YPAL,   ,     ,34.56S,117.48E,69,AU
   BROKEN HILL     ,YPBH,   ,94689,31.58S,141.28E,315,AU
   PARABURDOO      ,YPBO,   ,94316,23.12S,117.45E,1292,AU
   COCOS ISL INTL A,YPCC,   ,96996,12.10S,096.49E,3,AU
   CEDUNA AIRPORT  ,YPCD,   ,     ,32.07S,133.41E,17,AU
   DARWIN (CIV/MIL),YPDN,   ,94120,12.25S,130.54E,30,AU
   PEARCE (AUS-AFB),YPEA,   ,94612,31.40S,116.01E,49,AU
   EDINBURGH (AUS-A,YPED,   ,95676,34.42S,138.37E,20,AU
   FORREST AIRPORT ,YPFT,   ,94646,30.49S,128.05E,160,AU
   GERALDTON AIRPOR,YPGN,   ,94403,28.46S,114.42E,34,AU
   KALGOORLIE/BOULD,YPKG,   ,94637,30.46S,121.27E,360,AU
   KUNUNURRA AIRPOR,YPKU,   ,94216,15.46S,128.41E,45,AU
   LEIGH CREEK S. A,YPLC,   ,94674,30.36S,138.25E,262,AU
   LEARMOUTH       ,YPLM,   ,94302,22.13S,114.04E,6,AU
